"","age","degree","race","age_cat","sex","priors_count","score_num","two_year_recid"
"2671",37,"Felony","African-American","25 - 45","Male",10,7,1
"2672",22,"Misdemeanor","African-American","Less than 25","Female",3,9,0
"2674",28,"Felony","African-American","25 - 45","Male",9,7,1
"2677",30,"Felony","African-American","25 - 45","Female",10,10,1
"2679",35,"Felony","African-American","25 - 45","Male",0,7,1
"2680",57,"Felony","African-American","Greater than 45","Male",23,8,1
"2684",35,"Felony","African-American","25 - 45","Female",2,6,0
"2685",29,"Misdemeanor","African-American","25 - 45","Male",2,3,1
"2686",62,"Felony","African-American","Greater than 45","Male",13,8,1
"2687",22,"Misdemeanor","African-American","Less than 25","Male",0,3,1
"2689",56,"Felony","African-American","Greater than 45","Female",1,1,0
"2693",27,"Felony","African-American","25 - 45","Female",3,5,0
"2694",37,"Felony","African-American","25 - 45","Male",1,10,0
"2696",35,"Felony","African-American","25 - 45","Male",5,8,0
"2699",26,"Felony","African-American","25 - 45","Male",2,2,1
"2700",35,"Felony","African-American","25 - 45","Male",7,3,0
"2702",25,"Felony","African-American","25 - 45","Male",3,6,1
"2704",31,"Felony","African-American","25 - 45","Female",0,5,1
"2705",24,"Misdemeanor","African-American","Less than 25","Female",0,2,0
"2706",34,"Felony","African-American","25 - 45","Male",6,8,1
"2708",30,"Felony","African-American","25 - 45","Female",4,6,0
"2710",30,"Felony","African-American","25 - 45","Male",14,6,1
"2713",28,"Felony","African-American","25 - 45","Female",3,3,0
"2714",27,"Felony","African-American","25 - 45","Female",4,6,1
"2716",29,"Felony","African-American","25 - 45","Male",2,4,1
"2717",31,"Felony","African-American","25 - 45","Male",0,6,0
"2719",32,"Felony","African-American","25 - 45","Female",3,2,0
"2720",27,"Felony","African-American","25 - 45","Male",1,2,1
"2722",59,"Felony","African-American","Greater than 45","Male",3,3,0
"2723",24,"Misdemeanor","African-American","Less than 25","Male",1,2,1
"2724",33,"Felony","African-American","25 - 45","Male",0,10,0
"2729",24,"Misdemeanor","African-American","Less than 25","Male",9,9,1
"2730",31,"Felony","African-American","25 - 45","Male",16,9,1
"2732",24,"Felony","African-American","Less than 25","Male",0,9,0
"2734",23,"Felony","African-American","Less than 25","Male",7,8,1
"2737",25,"Felony","African-American","25 - 45","Female",4,7,1
"2739",49,"Misdemeanor","African-American","Greater than 45","Male",1,7,0
"2741",47,"Felony","African-American","Greater than 45","Male",3,8,1
"2742",37,"Felony","African-American","25 - 45","Male",14,8,0
"2744",28,"Felony","African-American","25 - 45","Male",21,10,0
"2745",26,"Felony","African-American","25 - 45","Female",3,2,1
"2747",20,"Felony","African-American","Less than 25","Male",1,8,1
"2748",34,"Felony","African-American","25 - 45","Male",9,10,1
"2750",46,"Felony","African-American","Greater than 45","Male",9,9,1
"2751",21,"Felony","African-American","Less than 25","Male",0,8,1
"2753",21,"Misdemeanor","African-American","Less than 25","Male",3,8,1
"2756",24,"Felony","African-American","Less than 25","Male",0,4,0
"2758",57,"Misdemeanor","African-American","Greater than 45","Male",8,4,1
"2759",33,"Felony","African-American","25 - 45","Male",4,2,1
"2760",23,"Felony","African-American","Less than 25","Male",4,9,1
"2761",29,"Felony","African-American","25 - 45","Male",5,8,0
"2766",40,"Felony","African-American","25 - 45","Male",3,8,1
"2768",32,"Felony","African-American","25 - 45","Male",10,6,1
"2769",24,"Misdemeanor","African-American","Less than 25","Male",1,4,0
"2770",32,"Felony","African-American","25 - 45","Male",1,2,0
"2771",19,"Felony","African-American","Less than 25","Male",2,7,1
"2772",23,"Felony","African-American","Less than 25","Male",6,9,1
"2774",25,"Felony","African-American","25 - 45","Male",1,3,0
"2775",42,"Felony","African-American","25 - 45","Male",6,8,1
"2780",58,"Felony","African-American","Greater than 45","Male",10,3,1
"2781",42,"Felony","African-American","25 - 45","Male",9,6,1
"2786",33,"Felony","African-American","25 - 45","Male",2,8,1
"2787",23,"Misdemeanor","African-American","Less than 25","Male",0,2,1
"2788",25,"Felony","African-American","25 - 45","Male",4,8,1
"2789",32,"Felony","African-American","25 - 45","Male",0,2,1
"2792",38,"Felony","African-American","25 - 45","Male",19,9,1
"2794",27,"Felony","African-American","25 - 45","Male",6,8,1
"2797",30,"Felony","African-American","25 - 45","Male",8,9,1
"2798",41,"Felony","African-American","25 - 45","Male",0,7,0
"2799",59,"Felony","African-American","Greater than 45","Male",8,4,0
"2801",27,"Felony","African-American","25 - 45","Male",6,4,1
"2802",30,"Felony","African-American","25 - 45","Male",0,1,0
"2805",45,"Misdemeanor","African-American","Greater than 45","Male",13,7,1
"2808",23,"Felony","African-American","Less than 25","Female",0,7,0
"2809",39,"Felony","African-American","25 - 45","Male",3,2,0
"2810",26,"Felony","African-American","25 - 45","Female",5,5,1
"2812",21,"Misdemeanor","African-American","Less than 25","Male",0,4,0
"2815",21,"Felony","African-American","Less than 25","Male",1,7,1
"2816",23,"Misdemeanor","African-American","Less than 25","Male",0,4,0
"2817",49,"Felony","African-American","Greater than 45","Female",1,1,0
"2818",23,"Felony","African-American","Less than 25","Male",3,10,1
"2819",24,"Felony","African-American","Less than 25","Male",1,5,1
"2820",21,"Felony","African-American","Less than 25","Female",1,4,1
"2824",24,"Felony","African-American","Less than 25","Female",2,6,1
"2826",24,"Misdemeanor","African-American","Less than 25","Male",2,10,1
"2827",25,"Felony","African-American","25 - 45","Male",1,2,0
"2828",33,"Misdemeanor","African-American","25 - 45","Male",1,1,1
"2829",26,"Misdemeanor","African-American","25 - 45","Male",24,10,1
"2830",27,"Felony","African-American","25 - 45","Male",1,7,0
"2833",24,"Misdemeanor","African-American","Less than 25","Female",0,5,0
"2834",38,"Misdemeanor","African-American","25 - 45","Female",0,4,0
"2835",27,"Felony","African-American","25 - 45","Male",7,9,1
"2836",48,"Felony","African-American","Greater than 45","Male",6,3,0
"2838",28,"Misdemeanor","African-American","25 - 45","Male",5,5,1
"2842",40,"Felony","African-American","25 - 45","Male",5,7,1
"2843",21,"Felony","African-American","Less than 25","Male",0,4,1
"2844",28,"Felony","African-American","25 - 45","Male",10,7,1
"2845",20,"Felony","African-American","Less than 25","Male",2,9,1
"2846",31,"Felony","African-American","25 - 45","Male",10,9,1
"2847",57,"Misdemeanor","African-American","Greater than 45","Female",0,1,0
"2848",25,"Misdemeanor","African-American","25 - 45","Male",0,2,0
"2849",22,"Felony","African-American","Less than 25","Male",7,8,1
"2850",31,"Felony","African-American","25 - 45","Male",3,3,1
"2851",43,"Felony","African-American","25 - 45","Male",7,4,0
"2854",40,"Felony","African-American","25 - 45","Male",1,1,0
"2855",20,"Felony","African-American","Less than 25","Male",0,5,1
"2856",35,"Misdemeanor","African-American","25 - 45","Male",2,7,0
"2857",34,"Misdemeanor","African-American","25 - 45","Male",1,1,1
"2859",38,"Felony","African-American","25 - 45","Female",3,1,1
"2861",25,"Misdemeanor","African-American","25 - 45","Male",0,1,1
"2862",53,"Misdemeanor","African-American","Greater than 45","Male",6,6,1
"2863",50,"Felony","African-American","Greater than 45","Female",4,3,0
"2867",29,"Felony","African-American","25 - 45","Male",5,8,1
"2868",38,"Misdemeanor","African-American","25 - 45","Male",1,1,0
"2870",26,"Felony","African-American","25 - 45","Male",1,10,1
"2871",37,"Felony","African-American","25 - 45","Male",23,8,1
"2872",36,"Misdemeanor","African-American","25 - 45","Male",25,10,1
"2873",28,"Felony","African-American","25 - 45","Male",18,10,1
"2874",49,"Misdemeanor","African-American","Greater than 45","Male",1,1,0
"2875",36,"Felony","African-American","25 - 45","Male",11,7,0
"2879",21,"Felony","African-American","Less than 25","Male",7,10,1
"2882",26,"Felony","African-American","25 - 45","Male",7,7,0
"2883",27,"Misdemeanor","African-American","25 - 45","Female",0,3,1
"2884",35,"Felony","African-American","25 - 45","Male",1,2,0
"2885",27,"Misdemeanor","African-American","25 - 45","Male",3,2,0
"2887",31,"Felony","African-American","25 - 45","Female",3,5,0
"2888",36,"Felony","African-American","25 - 45","Male",26,8,1
"2892",24,"Misdemeanor","African-American","Less than 25","Male",1,4,0
"2893",38,"Felony","African-American","25 - 45","Male",0,4,0
"2894",54,"Felony","African-American","Greater than 45","Male",11,8,0
"2896",27,"Felony","African-American","25 - 45","Male",9,7,1
"2900",36,"Felony","African-American","25 - 45","Female",5,6,1
"2901",55,"Felony","African-American","Greater than 45","Male",0,1,0
"2903",23,"Felony","African-American","Less than 25","Male",2,4,1
"2904",20,"Felony","African-American","Less than 25","Male",1,7,1
"2905",31,"Felony","African-American","25 - 45","Female",10,8,0
"2910",41,"Misdemeanor","African-American","25 - 45","Male",4,1,1
"2911",37,"Felony","African-American","25 - 45","Male",0,1,1
"2914",23,"Felony","African-American","Less than 25","Male",0,3,1
"2915",23,"Felony","African-American","Less than 25","Female",1,5,1
"2916",25,"Felony","African-American","25 - 45","Male",0,8,1
"2917",24,"Felony","African-American","Less than 25","Male",1,7,1
"2920",23,"Felony","African-American","Less than 25","Male",0,9,1
"2923",24,"Felony","African-American","Less than 25","Male",1,6,1
"2924",28,"Felony","African-American","25 - 45","Male",0,4,0
"2928",35,"Felony","African-American","25 - 45","Female",1,1,0
"2931",28,"Misdemeanor","African-American","25 - 45","Male",0,3,0
"2933",19,"Felony","African-American","Less than 25","Male",3,10,1
"2935",24,"Felony","African-American","Less than 25","Male",3,8,1
"2937",31,"Misdemeanor","African-American","25 - 45","Male",0,4,0
"2940",21,"Misdemeanor","African-American","Less than 25","Male",0,9,1
"2947",28,"Felony","African-American","25 - 45","Male",7,5,1
"2949",32,"Felony","African-American","25 - 45","Female",11,7,0
"2950",44,"Felony","African-American","25 - 45","Male",7,4,0
"2951",25,"Felony","African-American","25 - 45","Male",1,4,1
"2952",30,"Misdemeanor","African-American","25 - 45","Female",15,8,1
"2954",27,"Felony","African-American","25 - 45","Male",0,6,1
"2959",33,"Felony","African-American","25 - 45","Male",4,2,0
"2961",26,"Misdemeanor","African-American","25 - 45","Male",1,3,1
"2968",29,"Misdemeanor","African-American","25 - 45","Male",0,1,1
"2969",27,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"2971",24,"Felony","African-American","Less than 25","Male",0,3,0
"2972",38,"Misdemeanor","African-American","25 - 45","Male",8,7,0
"2974",56,"Misdemeanor","African-American","Greater than 45","Male",3,2,1
"2979",34,"Misdemeanor","African-American","25 - 45","Male",27,7,0
"2980",42,"Felony","African-American","25 - 45","Male",5,6,0
"2981",35,"Misdemeanor","African-American","25 - 45","Female",0,1,1
"2985",24,"Misdemeanor","African-American","Less than 25","Male",0,2,1
"2986",24,"Misdemeanor","African-American","Less than 25","Male",1,9,1
"2987",26,"Misdemeanor","African-American","25 - 45","Male",0,3,1
"2989",27,"Misdemeanor","African-American","25 - 45","Male",1,2,0
"2993",37,"Felony","African-American","25 - 45","Male",3,1,1
"2994",45,"Misdemeanor","African-American","Greater than 45","Male",0,1,0
"2996",29,"Felony","African-American","25 - 45","Female",0,2,0
"2999",27,"Felony","African-American","25 - 45","Male",11,8,0
"3000",28,"Felony","African-American","25 - 45","Male",11,8,1
"3001",38,"Misdemeanor","African-American","25 - 45","Male",4,1,0
"3003",19,"Felony","African-American","Less than 25","Female",1,9,1
"3005",34,"Misdemeanor","African-American","25 - 45","Male",0,1,1
"3007",21,"Felony","African-American","Less than 25","Male",1,8,0
"3008",21,"Felony","African-American","Less than 25","Male",0,9,1
"3010",47,"Misdemeanor","African-American","Greater than 45","Male",1,4,0
"3012",27,"Felony","African-American","25 - 45","Male",2,7,1
"3013",23,"Misdemeanor","African-American","Less than 25","Male",0,8,0
"3015",25,"Felony","African-American","25 - 45","Male",9,7,0
"3016",23,"Felony","African-American","Less than 25","Female",2,10,1
"3017",32,"Felony","African-American","25 - 45","Male",8,10,1
"3018",36,"Misdemeanor","African-American","25 - 45","Female",2,5,0
"3019",41,"Misdemeanor","African-American","25 - 45","Male",5,5,0
"3021",21,"Felony","African-American","Less than 25","Male",1,6,1
"3022",31,"Misdemeanor","African-American","25 - 45","Male",2,4,0
"3024",27,"Felony","African-American","25 - 45","Male",0,2,0
"3025",22,"Felony","African-American","Less than 25","Male",2,4,1
"3027",33,"Felony","African-American","25 - 45","Female",0,9,1
"3028",43,"Felony","African-American","25 - 45","Female",2,3,0
"3030",23,"Felony","African-American","Less than 25","Male",3,5,1
"3033",20,"Felony","African-American","Less than 25","Female",1,8,1
"3034",50,"Misdemeanor","African-American","Greater than 45","Male",2,5,1
"3036",20,"Felony","African-American","Less than 25","Male",1,10,1
"3038",36,"Felony","African-American","25 - 45","Female",3,6,1
"3039",56,"Misdemeanor","African-American","Greater than 45","Male",0,4,0
"3040",25,"Felony","African-American","25 - 45","Male",2,9,0
"3042",48,"Felony","African-American","Greater than 45","Male",4,6,0
"3043",34,"Misdemeanor","African-American","25 - 45","Male",21,10,1
"3047",24,"Felony","African-American","Less than 25","Female",4,9,1
"3050",37,"Felony","African-American","25 - 45","Male",20,9,1
"3051",24,"Felony","African-American","Less than 25","Male",1,3,1
"3052",48,"Misdemeanor","African-American","Greater than 45","Male",0,1,0
"3053",35,"Felony","African-American","25 - 45","Male",1,2,0
"3054",21,"Felony","African-American","Less than 25","Male",1,4,1
"3055",21,"Felony","African-American","Less than 25","Female",0,10,1
"3057",22,"Felony","African-American","Less than 25","Male",0,2,0
"3058",28,"Felony","African-American","25 - 45","Male",4,5,0
"3059",26,"Misdemeanor","African-American","25 - 45","Male",0,2,0
"3062",22,"Felony","African-American","Less than 25","Male",3,9,0
"3066",22,"Felony","African-American","Less than 25","Male",0,8,1
"3067",24,"Felony","African-American","Less than 25","Male",7,8,1
"3070",60,"Felony","African-American","Greater than 45","Male",13,3,0
"3071",22,"Felony","African-American","Less than 25","Female",2,5,0
"3074",33,"Felony","African-American","25 - 45","Male",3,5,1
"3075",24,"Felony","African-American","Less than 25","Male",1,4,1
"3076",60,"Felony","African-American","Greater than 45","Male",0,1,0
"3078",30,"Misdemeanor","African-American","25 - 45","Male",1,4,0
"3082",45,"Misdemeanor","African-American","Greater than 45","Male",1,1,0
"3085",40,"Misdemeanor","African-American","25 - 45","Male",0,1,0
"3088",41,"Felony","African-American","25 - 45","Male",7,4,0
"3095",22,"Misdemeanor","African-American","Less than 25","Female",2,8,1
"3096",29,"Felony","African-American","25 - 45","Male",6,8,1
"3097",30,"Misdemeanor","African-American","25 - 45","Female",0,2,0
"3099",24,"Felony","African-American","Less than 25","Female",2,4,0
"3102",24,"Felony","African-American","Less than 25","Male",14,10,1
"3103",38,"Felony","African-American","25 - 45","Male",11,6,0
"3104",51,"Felony","African-American","Greater than 45","Male",22,9,1
"3106",28,"Misdemeanor","African-American","25 - 45","Male",5,8,0
"3107",47,"Felony","African-American","Greater than 45","Male",19,8,1
"3108",51,"Misdemeanor","African-American","Greater than 45","Male",0,4,1
"3111",30,"Felony","African-American","25 - 45","Male",0,1,0
"3113",35,"Felony","African-American","25 - 45","Male",5,4,1
"3114",33,"Felony","African-American","25 - 45","Female",0,2,0
"3117",27,"Felony","African-American","25 - 45","Male",2,7,1
"3118",29,"Felony","African-American","25 - 45","Female",9,7,1
